ＥＤＩＮＥＴコード,提出者種別,上場区分,連結の有無,資本金,決算日,提出者名,提出者名（英字）,提出者名（ヨミ）,所在地,提出者業種,証券コード,提出者法人番号
E33792,内国法人・組合（有価証券報告書等の提出義務者以外）,,,5,,マザーケアジャパン株式会社,,マザーケアジャパンカブシキカイシャ,渋谷区本町３－１２－１,内国法人・組合（有価証券報告書等の提出義務者以外）,,1011001119711
E33793,内国法人・組合（有価証券報告書等の提出義務者以外）,,,99,,株式会社Ｅ－ＢＯＮＤホールディングス,,カブシキカイシャイーボンドホールディングス,北葛飾郡松伏町築比地７９５番地１,内国法人・組合（有価証券報告書等の提出義務者以外）,,2030001067331
E33794,内国法人・組合,上場,無,1982, 3月31日,神戸天然物化学株式会社,"KNC Laboratories Co., Ltd.",コウベテンネンブツカガクカブシキガイシャ,神戸市中央区港島南町七丁目１番地の１９,サービス業,65680,3140001022497
E33795,外国法人・組合（有価証券報告書等の提出義務者以外）,,,11490,,浙江水晶光電科技股分有限公司,,セッコウスイショウコウデンカギコフンユウゲンコウシ,中国浙江省台州市椒江区星星電子産業園区Ａ５号,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33800,内国法人・組合,上場,無,1485, 5月31日,ジェイフロンティア株式会社,"J Frontier Co.,Ltd.",ジェイフロンティアカブシキガイシャ,渋谷区渋谷二丁目９番９号,情報・通信業,29340,9011001063340
E33802,個人（組合発行者を除く）,,,,,村橋　純雄,,ムラハシ　スミオ,,個人（組合発行者を除く）,,
E33803,個人（組合発行者を除く）,,,,,九谷田　登志恵,,クタニダ　トシエ,,個人（組合発行者を除く）,,
E33804,個人（組合発行者を除く）,,,,,宇井　裕希乃,,ウイ　ユキノ,,個人（組合発行者を除く）,,
E33805,外国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,潤首有限公司,,ジュンシュユウゲンコウシ,Ｕｎｉｔ　Ａ，　３／Ｆ．，　Ｃｈｅｏｎｇ　Ｓｕｎ　Ｔｏｗｅｒ，　１１６－１１８　Ｗｉｎｇ　Ｌｏｋ　Ｓｔｒｅｅｔ，　Ｓｈｅｕｎｇ　Ｗａｎ，　Ｈｏｎｇ　Ｋｏｎｇ,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33806,外国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,Ｕｎｉｖｅｒｓｉｔｉｅｓ　Ｓｕｐｅｒａｎｎｕａｔｉｏｎ　Ｓｃｈｅｍｅ　Ｌｉｍｉｔｅｄ,,ユニバーシティズスーパーアニュエーションスキームリミテッド,英国リバプールＬ３　１ＰＹ、ロイヤル・リバー・ビルディング（Ｒｏｙａｌ　Ｌｉｖｅｒ　Ｂｕｉｌｄｉｎｇ，　Ｌｉｖｅｒｐｏｏｌ，Ｌ３　１ＰＹ，Ｕｎｉｔｅｄ　Ｋｉｎｇｄｏｍ）,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33807,内国法人・組合,上場,有,1146, 8月31日,バリュエンスホールディングス株式会社,Valuence Holdings Inc.,バリュエンスホールディングスカブシキカイシャ,港区港南１丁目２番７０号品川シーズンテラス２８階,卸売業,92700,6120001168182
E33812,内国法人・組合（有価証券報告書等の提出義務者以外）,,,2892,,株式会社ザイマックス,,カブシキカイシャザイマックス,港区赤坂一丁目１番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,2010401072742
E33813,個人（組合発行者を除く）,,,,,藤井　昌博,,フジイ　マサヒロ,,個人（組合発行者を除く）,,
E33814,個人（組合発行者を除く）,,,,,蜂谷　二郎,,ハチヤ　ジロウ,,個人（組合発行者を除く）,,
E33815,内国法人・組合,上場,有,2006, 3月31日,日総工産株式会社,,ニッソウコウサンカブシキカイシャ,横浜市港北区新横浜一丁目４番１号,サービス業,65690,6020001030402
E33817,外国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,ＳＩＮＯ　ＲＩＣＨＥＳ　ＬＩＭＩＴＥＤ,,サイノーリッチーズリミテッド,Ｖｉｓｔｒａ　Ｃｏｒｐｏｒａｔｅ　Ｓｅｒｖｉｃｅｓ　Ｃｅｎｔｒｅ，　Ｗｉｃｋｈａｍｓ　Ｃａｙ　ＩＩ，　Ｒｏａｄ　Ｔｏｗｎ，　Ｔｏｒｔｏｌａ，　ＶＧ１１１０，　Ｂｒｉｔｉｓｈ　Ｖｉｒｇｉｎ　Ｉｓｌａｎｄ,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33818,外国法人・組合（有価証券報告書等の提出義務者以外）,,,2400,,アムンディ・ルクセンブルク・エス・エー,,アムンディルクセンブルクエスエー,ルクセンブルク大公国、ルクセンブルクＬ－２５２０、アレ・シャファー５番,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33819,内国法人・組合,上場,無,681, 3月末日,株式会社フェイスネットワーク,,カブシキガイシャフェイスネットワーク,渋谷区千駄ヶ谷三丁目２番１号,不動産業,34890,6013201013986
E33821,個人（組合発行者を除く）,,,,,森　新平,,モリ　シンペイ,,個人（組合発行者を除く）,,
E33822,内国法人・組合,上場,有,709, 3月31日,株式会社共和コーポレーション,Kyowa Corporation,カブシキカイシャキョウワコーポレーション,長野市若里三丁目１０番２８号,サービス業,65700,1100001000797
E33825,内国法人・組合,上場,有,506, 3月31日,ビープラッツ株式会社,,ビープラッツカブシキガイシャ,千代田区神田練塀町３番地,情報・通信業,43810,6010001119584
E33826,内国法人・組合（有価証券報告書等の提出義務者以外）,,,96,,有限会社ケイエムシー,,ユウゲンガイシャケイエムシー,目黒区目黒本町一丁目１６－１３－４０４,内国法人・組合（有価証券報告書等の提出義務者以外）,,4013202002354
E33827,個人（組合発行者を除く）,,,,,加藤　匠翔,,カトウ　タクト,,個人（組合発行者を除く）,,
E33832,内国法人・組合（有価証券報告書等の提出義務者以外）,,,95,,原地所株式会社,,ハラジショカブシキガイシャ,横浜市中区山下町１１番地１,内国法人・組合（有価証券報告書等の提出義務者以外）,,4020001028423
E33834,内国法人・組合,上場,有,100, 3月末日,信和株式会社,"Shinwa Co., Ltd.",シンワカブシキガイシャ,海津市平田町仏師川字村中３０番７,金属製品,34470,9010001162433
E33838,内国法人・組合,上場,有,1000, 6月30日,キュービーネットホールディングス株式会社,"QB Net Holdings Co.,Ltd.",キュービーネットホールディングスカブシキカイシャ,渋谷区渋谷二丁目１２番２４号,サービス業,65710,6010001163541
E33839,内国法人・組合,上場,有,479, 6月30日,株式会社ファイバーゲート,,カブシキカイシャファイバーゲート,札幌市中央区南一条西八丁目１０－３　第２８桂和ビル４階,情報・通信業,94500,7430001029022
E33840,内国法人・組合,上場,有,8375, 3月31日,ＳＢＩインシュアランスグループ株式会社,"SBI Insurance Group Co., Ltd.",エスビーアイインシュアランスグループカブシキガイシャ,港区六本木一丁目６番１号,保険業,73260,6010401128870
E33841,個人（組合発行者を除く）,,,,,藤田　健治,,フジタ　ケンジ,,個人（組合発行者を除く）,,
E33842,個人（組合発行者を除く）,,,,,宮﨑　琢磨,,ミヤザキ　タクマ,,個人（組合発行者を除く）,,
E33843,個人（組合発行者を除く）,,,,,篠﨑　明,,シノザキ　アキラ,,個人（組合発行者を除く）,,
E33845,個人（組合発行者を除く）,,,,,猪又　將哲,,イノマタ　マサノリ,,個人（組合発行者を除く）,,
E33846,個人（組合発行者を除く）,,,,,大田　宜明,,オオタ　ヨシアキ,,個人（組合発行者を除く）,,
E33850,外国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,キング・テラス・リミテッド,,キング　テラス　リミテッド,英領ヴァージン諸島、ＶＧ１１１０、トルトラ、ロード・タウン、ウィックハムズ・ケイ２、ヴィストラ・コーポレート・サービシズ・センター,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33852,外国法人・組合（有価証券報告書等の提出義務者以外）,,,5,,イーストモア・ストラテジーズ・リミテッド,,イーストモアストラテジーズリミテッド,ケイマン諸島、ＫＹ１－１１０８、グランド・ケイマン、私書箱１３４４、ジェネシス・クロース２０、ＤＭＳハウス,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33853,内国法人・組合,非上場,無,20, 9月末日,株式会社レモンガスふくおか,,カブシキガイシャレモンガスフクオカ,大野城市御笠川６－２－２０,電気・ガス業,,9290001041304
E33854,内国法人・組合,上場,有,211, 6月30日,日本リビング保証株式会社,Japan Living Warranty Inc.,ニホンリビングホショウカブシキカイシャ,東京都新宿区西新宿四丁目３３番４号,その他金融業,73200,9011001061773
E33855,個人（組合発行者を除く）,,,,,加藤　梨絵,,カトウ　リエ,,個人（組合発行者を除く）,,
E33856,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,紀陽興産株式会社,,キヨウコウサンカブシキガイシャ,和歌山市中之島２２４９番地,内国法人・組合（有価証券報告書等の提出義務者以外）,,4170001000912
E33857,外国法人・組合（有価証券報告書等の提出義務者以外）,,,3,,Ａｃｉｏｎ　Ｐａｒｔｎｅｒｓ　Ｌｉｍｉｔｅｄ,,エイシオンパートナーズリミテッド,Ｕｎｉｔｓ　７１６－７１７，Ｌｅｖｅｌ７，Ｃｙｂｅｒｐｏｒｔ１，１００Ｃｙｂｅｒｐｏｒｔ　Ｒｏａｄ，Ｈｏｎｇ　Ｋｏｎｇ,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33858,内国法人・組合,上場,無,164,12月末日,株式会社和心,,カブシキガイシャワゴコロ,渋谷区千駄ヶ谷３－２０－１２,小売業,92710,6011001072625
E33859,内国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,洪昊ＪＡＰＡＮ株式会社,,コウコウジャパンカブシキガイシャ,港区六本木五丁目１８番１８号プレシャス六本木ビル２Ｆ,内国法人・組合（有価証券報告書等の提出義務者以外）,,3010401134153
E33860,内国法人・組合（有価証券報告書等の提出義務者以外）,,,11558,,水戸信用金庫,,ミトシンヨウキンコ,水戸市城南二丁目２番２１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,1050005000147
E33861,個人（組合発行者を除く）,,,,,村田　弘志,,ムラタ　ヒロシ,,個人（組合発行者を除く）,,
E33862,内国法人・組合（有価証券報告書等の提出義務者以外）,,,30,,ツバメ工業株式会社,,ツバメコウギョウカブシキガイシャ,四国中央市川之江町２４１５番地,内国法人・組合（有価証券報告書等の提出義務者以外）,,2500001014715
E33863,内国法人・組合,上場,無,169, 2月末日,株式会社アズ企画設計,"Azplanning Co.,Ltd.",カブシキガイシャアズキカクセッケイ,川口市戸塚二丁目１２番２０号,不動産業,34900,9030001073546
E33864,内国法人・組合,上場,有,87, 3月31日,株式会社コンヴァノ,Convano Inc.,カブシキガイシャコンヴァノ,渋谷区桜丘町２２－１４　Ｎ．Ｅ．Ｓ．ビルＳ棟Ｂ３Ｆ,サービス業,65740,8011001095822
E33865,個人（組合発行者を除く）,,,,,徳力基彦,,トクリキモトヒコ,,個人（組合発行者を除く）,,
E33866,個人（組合発行者を除く）,,,,,上田　怜史,,ウエダ　サトシ,,個人（組合発行者を除く）,,
E33867,個人（組合発行者を除く）,,,,,元屋地　文明,,モトヤジ　フミアキ,,個人（組合発行者を除く）,,
E33868,内国法人・組合,上場,無,230,12月31日,アジャイルメディア・ネットワーク株式会社,Agile Media Network Inc.,アジャイルメディアネットワークカブシキガイシャ,港区虎ノ門三丁目８番２１号,サービス業,65730,6011001056801
E33869,個人（組合発行者を除く）,,,,,林　健二,,ハヤシ　ケンジ,,個人（組合発行者を除く）,,
E33870,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,ラブリークイーン株式会社,,ラブリークイーンカブシキカイシャ,岐阜市加納寿町４－１,内国法人・組合（有価証券報告書等の提出義務者以外）,,8200001005796
E33871,内国法人・組合（有価証券報告書等の提出義務者以外）,,,5,,ＭＡＩ株式会社,,エムエーアイカブシキカイシャ,千代田区丸の内二丁目３番１号,内国法人・組合（有価証券報告書等の提出義務者以外）,,8010001189485
E33872,内国法人・組合（有価証券報告書等の提出義務者以外）,,,50,,サンキュー産業株式会社,,サンキューサンギョウカブシキガイシャ,大田区山王２－３－１５,内国法人・組合（有価証券報告書等の提出義務者以外）,,2010801004519
E33873,外国法人・組合（有価証券報告書等の提出義務者以外）,,,1867657,,ブルックフィールド・パブリック・セキュリティーズ・グループ・エルエルシー,,ブルックフィールドパブリックセキュリティーズグループエルエルシー,アメリカ合衆国１０２８１―１０２３、ニューヨーク州ニューヨーク市、ベシー・ストリート２５０、ブルックフィールド・プレイス、１５階,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33875,個人（組合発行者を除く）,,,,,ヤマエ第一食栄会　理事長　三宅　占二,,ヤマエダイイチショクエイカイ　リジチョウ　ミヤケ　センジ,,個人（組合発行者を除く）,,
E33876,個人（組合発行者を除く）,,,,,ヤマエ第一食栄会　理事長　松沢　幸一,,ヤマエダイイチショクエイカイ　リジチョウ　マツザワ　コウイチ,,個人（組合発行者を除く）,,
E33877,個人（組合発行者を除く）,,,,,磯崎　功典,,イソザキ　ヨシノリ,,個人（組合発行者を除く）,,
E33878,個人（組合発行者を除く）,,,,,ヤマエ第一食栄会　理事長　布施　孝之,,ヤマエダイイチショクエイカイ　リジチョウ　フセ　タカユキ,,個人（組合発行者を除く）,,
E33879,個人（組合発行者を除く）,,,,,二宮　邦夫,,ニノミヤ　クニオ,,個人（組合発行者を除く）,,
E33880,内国法人・組合,上場,無,111, 4月末日,ＨＥＲＯＺ株式会社,,ヒーローズカブシキガイシャ,港区芝五丁目３１番１７号ＰＭＯ田町２Ｆ,情報・通信業,43820,7010401081739
E33881,内国法人・組合,上場,有,5881, 2月末日,ＲＰＡホールディングス株式会社,"RPA Holdings, Inc.",アールピーエーホールディングスカブシキガイシャ,港区虎ノ門一丁目２３番１号,サービス業,65720,1010401098870
E33882,内国法人・組合,上場,無,259, 3月31日,ブティックス株式会社,"Boutiques, Inc.",ブティックスカブシキガイシャ,港区三田１－４－２８,小売業,92720,7010701023374
E33883,内国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,公益財団法人京都青少年育成スポーツ財団,,コウエキザイダンホウジンキョウトセイショウネンイクセイスポーツザイダン,京都市下京区東洞院通綾小路下ル扇酒屋町２８９番地デ・リードビル２０４号室,内国法人・組合（有価証券報告書等の提出義務者以外）,,1130005002952
E33885,個人（組合発行者を除く）,,,,,前田　浩,,マエダ　ヒロシ,,個人（組合発行者を除く）,,
E33886,個人（組合発行者を除く）,,,,,前田　供子,,マエダ　トモコ,,個人（組合発行者を除く）,,
E33887,個人（組合発行者を除く）,,,,,若濵　久,,ワカハマ　ヒサシ,,個人（組合発行者を除く）,,
E33890,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,株式会社ＴＲＹＦＵＮＤＳＩＮＶＥＳＴＭＥＮＴ,,カブシキガイシャトライファンズインベストメント,港区芝三丁目１番１４号芝公園阪神ビル５階,内国法人・組合（有価証券報告書等の提出義務者以外）,,1010401135054
E33891,内国法人・組合（有価証券報告書等の提出義務者以外）,,,2,,ＳＦプロパティマネジメント株式会社,,エスエフプロパティマネジメントカブシキガイシャ,港区港南二丁目１５番１号品川インターシティＡ棟２８階,内国法人・組合（有価証券報告書等の提出義務者以外）,,5120001187191
E33892,個人（組合発行者を除く）,,,,,嵜本　晋輔,,サキモト　シンスケ,,個人（組合発行者を除く）,,
E33894,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,株式会社昌栄,,カブシキカイシャショウエイ,千代田区外神田２－１６－２,内国法人・組合（有価証券報告書等の提出義務者以外）,,8010001189741
E33895,個人（組合発行者を除く）,,,,,林　隆弘,,ハヤシ　タカヒロ,,個人（組合発行者を除く）,,
E33896,個人（組合発行者を除く）,,,,,髙橋　知裕,,タカハシ　トモヒロ,,個人（組合発行者を除く）,,
E33898,外国法人・組合,非上場,有,305393, 4月末日,ネットアップ・インク,,ネットアップ　インク,３０６０　Ｏｌｓｅｎ　Ｄｒｉｖｅ，　Ｓａｎ　Ｊｏｓｅ，　Ｃａｌｉｆｏｒｎｉａ　９５１２８，　Ｕｎｉｔｅｄ　Ｓｔａｔｅｓ,外国法人・組合,,
E33899,個人（組合発行者を除く）,,,,,広瀬　克利,,ヒロセ　カツトシ,,個人（組合発行者を除く）,,
E33900,内国法人・組合（有価証券報告書等の提出義務者以外）,,,2,,ＫＮＣ興産株式会社,,ケーエヌシーコウサンカブシキガイシャ,神戸市西区美賀多台二丁目１２番地の７,内国法人・組合（有価証券報告書等の提出義務者以外）,,3140001030681
E33901,個人（組合発行者を除く）,,,,,宮内　仁志,,ミヤウチ　ヒトシ,,個人（組合発行者を除く）,,
E33902,個人（組合発行者を除く）,,,,,髙田　俊太,,タカダ　シュンタ,,個人（組合発行者を除く）,,
E33903,内国法人・組合,非上場,有,175, 3月31日,ヒューマン・アソシエイツ・ホールディングス株式会社,"HUMAN ASSOCIATES HOLDINGS, Inc.",ヒューマンアソシエイツホールディングスカブシキガイシャ,港区南青山一丁目３番３号　青山一丁目タワー４階,サービス業,,1010401025296
E33904,内国法人・組合（有価証券報告書等の提出義務者以外）,,,9,,株式会社鹿児島東インド会社,,カブシキガイシャカゴシマヒガシインドガイシャ,大島郡大和村国直２６４番地,内国法人・組合（有価証券報告書等の提出義務者以外）,,4010402031539
E33905,個人（組合発行者を除く）,,,,,髙見澤　尊昭,,タカミサワ　タカアキ,,個人（組合発行者を除く）,,
E33906,個人（組合発行者を除く）,,,,,山田　茂,,ヤマダ　シゲル,,個人（組合発行者を除く）,,
E33910,内国法人・組合,上場,無,216, 7月末日,株式会社ニッソウ,"Nissou Co.,Ltd.",カブシキガイシャニッソウ,世田谷区経堂１－８－１７,建設業,14440,3010901009251
E33912,内国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,日本生命第１回劣後ローン流動化株式会社,,ニホンセイメイダイイッカイレツゴローンリュウドウカカブシキカイシャ,千代田区丸の内三丁目１番１号東京共同会計事務所内,内国法人・組合（有価証券報告書等の提出義務者以外）,,8010001189543
E33922,外国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,ＵＢＳ（Ｉｒｌ）ＥＴＦ　ピーエルシー,,ユービーエスアイアールエルイーティーエフピーエルシー,アイルランド共和国、ダブリン２、アールスフォート・テラス５、２階,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33923,内国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,株式会社ＳＥＥＤ,,カブシキガイシャシード,渋谷区恵比寿西一丁目１４番９号,内国法人・組合（有価証券報告書等の提出義務者以外）,,7011001099997
E33924,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,インテグラル・パートナーズ株式会社,,インテグラル　パートナーズカブシキガイシャ,千代田区丸の内一丁目９番２号,内国法人・組合（有価証券報告書等の提出義務者以外）,,1010001144777
E33925,内国法人・組合（有価証券報告書等の提出義務者以外）,,,3617,,キヤノンＩＴソリューションズ株式会社,,キヤノンアイティソリューションズカブシキカイシャ,東京都港区港南２－１６－６　キヤノンＳタワー,内国法人・組合（有価証券報告書等の提出義務者以外）,,6010701025982
E33927,個人（組合発行者を除く）,,,,,津村　尚史,,ツムラ　タカシ,,個人（組合発行者を除く）,,
E33928,内国法人・組合,上場,有,319, 2月末日,株式会社エヌリンクス,"NLINKS Co.,Ltd.",カブシキガイシャエヌリンクス,豊島区南池袋２丁目３２番４号,サービス業,65780,2013301031289
E33929,個人（組合発行者を除く）,,,,,杉野　公亮,,スギノ　コウスケ,,個人（組合発行者を除く）,,
E33930,内国法人・組合（有価証券報告書等の提出義務者以外）,,,20,,大阪コンピュータ工業株式会社,,オオサカコンピュータコウギョウカブシキガイシャ,高槻市奥天神町一丁目１番１４号,内国法人・組合（有価証券報告書等の提出義務者以外）,,6120901010583
E33931,内国法人・組合（有価証券報告書等の提出義務者以外）,,,20,,有限会社サンワ,,ユウゲンカイシャサンワ,北九州市小倉北区下到津一丁目６番３６号,内国法人・組合（有価証券報告書等の提出義務者以外）,,8290802002793
E33935,内国法人・組合,非上場,無,3315, 3月末日,アイペット損害保険株式会社,,アイペットソンガイホケンカブシキガイシャ,港区六本木一丁目８番７号,保険業,,6010001087807
E33937,個人（組合発行者を除く）,,,,,最上　夢人,,モガミ　ユメト,,個人（組合発行者を除く）,,
E33938,個人（組合発行者を除く）,,,,,森　智宏,,モリ　トモヒロ,,個人（組合発行者を除く）,,
E33939,個人（組合発行者を除く）,,,,,曾我　隆二,,ソガ　リュウジ,,個人（組合発行者を除く）,,
E33943,外国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,ガルフ・ジャパン１,,ガルフジャパンワン,ケイマン諸島、ＫＹ１－１１０４、グランドケイマン、ウグランドハウス私書箱３０９、メイプルズ・コーポレート・サービシズ・リミテッド,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33946,内国法人・組合（有価証券報告書等の提出義務者以外）,,,39,,有限会社照国興産,,ユウゲンガイシャテルクニコウサン,鹿児島市照国町６番２２号,内国法人・組合（有価証券報告書等の提出義務者以外）,,1340002006489
E33947,個人（組合発行者を除く）,,,,,伊地知　昭正,,イヂチ　アキマサ,,個人（組合発行者を除く）,,
E33948,内国法人・組合,上場,有,396, 7月末日,株式会社ベストワンドットコム,,カブシキガイシャベストワンドットコム,新宿区富久町１６番６号,サービス業,65770,9011001045578
E33950,個人（組合発行者を除く）,,,,,黒田　康敬,,クロダ　ヤスヒロ,,個人（組合発行者を除く）,,
E33954,個人（組合発行者を除く）,,,,,下村　全宏,,シモムラ　マサヒロ,,個人（組合発行者を除く）,,
E33955,個人（組合発行者を除く）,,,,,片山　恵嗣,,カタヤマ　シゲツグ,,個人（組合発行者を除く）,,
E33957,内国法人・組合,上場,有,1084, 2月末日,ウイングアーク１ｓｔ株式会社,WingArc1st Inc.,ウイングアークファーストカブシキガイシャ,港区六本木三丁目２番１号,情報・通信業,44320,9010001174206
E33958,内国法人・組合（有価証券報告書等の提出義務者以外）,,,100,,ティー・ロウ・プライス・ジャパン株式会社,,ティロウプライスジャパンカブシキカイシャ,千代田区丸の内一丁目９番２号,内国法人・組合（有価証券報告書等の提出義務者以外）,,2010001185795
E33959,個人（組合発行者を除く）,,,,,松本　俊人,,マツモト　トシヒト,,個人（組合発行者を除く）,,
E33961,個人（組合発行者を除く）,,,,,宮本　和彦,,ミヤモト　カズヒコ,,個人（組合発行者を除く）,,
E33964,個人（組合発行者を除く）,,,,,稲野　貴之,,イナノ　タカシ,,個人（組合発行者を除く）,,
E33965,内国法人・組合（有価証券報告書等の提出義務者以外）,,,1,,光陽株式会社,,コウヨウカブシキカイシャ,中央区東日本橋一丁目５番６号,内国法人・組合（有価証券報告書等の提出義務者以外）,,6010001123644
E33966,内国法人・組合,上場,有,2694, 7月31日,ラクスル株式会社,RAKSUL INC.,ラクスルカブシキガイシャ,品川区上大崎二丁目２４番９号,情報・通信業,43840,9010401089631
E33967,個人（組合発行者を除く）,,,,,田中　博見,,タナカ　ヒロミ,,個人（組合発行者を除く）,,
E33968,外国法人・組合（有価証券報告書等の提出義務者以外）,,,75,,ゴーディアン・キャピタル・シンガポール・プライベート・リミテッド,,ゴーディアンキャピタルシンガポールプライベートリミテッド,シンガポール０６９５３６、セシル・ストリート１３５、フィリピン・エアラインズ・ビルディング＃０５－０２,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33969,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,株式会社クシムインサイト,,カブシキガイシャクシムインサイト,港区南青山六丁目７番２号,内国法人・組合（有価証券報告書等の提出義務者以外）,,1011001119364
E33970,個人（組合発行者を除く）,,,,,清水　唯雄,,シミズ　タダオ,,個人（組合発行者を除く）,,
E33971,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,清水興産株式会社,,シミズコウサンカブシキガイシャ,横浜市神奈川区栄町１０番地３５　ザ・ヨコハマタワーズＷ４２０５号,内国法人・組合（有価証券報告書等の提出義務者以外）,,5020001032606
E33972,個人（組合発行者を除く）,,,,,清水　智華子,,シミズ　チカコ,,個人（組合発行者を除く）,,
E33973,内国法人・組合（有価証券報告書等の提出義務者以外）,,,10,,株式会社ＣＷホールディングス,,カブシキガイシャシーダブリューホールディングス,横浜市港北区篠原町１１３４番地１０,内国法人・組合（有価証券報告書等の提出義務者以外）,,3020001051401
E33976,外国法人・組合（有価証券報告書等の提出義務者以外）,,,53,,ユーソニアン・インベストメンツ・エルエルシー,,ユーソニアン　インベストメンツ　エルエルシー,米国６０６５４イリノイ州シカゴ、ノース・クラーク・ストリート３５３、スイート３５０１,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33977,個人（組合発行者を除く）,,,,,平田　一久,,ヒラタ　カズヒサ,,個人（組合発行者を除く）,,
E33978,個人（組合発行者を除く）,,,,,大角　暢之,,オオスミ　ノブユキ,,個人（組合発行者を除く）,,
E33979,個人（組合発行者を除く）,,,,,髙橋　知道,,タカハシ　トモミチ,,個人（組合発行者を除く）,,
E33980,個人（組合発行者を除く）,,,,,山根　大,,ヤマネ　ダイ,,個人（組合発行者を除く）,,
E33982,個人（組合発行者を除く）,,,,,小嶋　敏夫,,コジマ　トシオ,,個人（組合発行者を除く）,,
E33985,個人（組合発行者を除く）,,,,,松本　泰三,,マツモト　タイゾウ,,個人（組合発行者を除く）,,
E33987,個人（組合発行者を除く）,,,,,渡部　昭彦,,ワタナベ　アキヒコ,,個人（組合発行者を除く）,,
E33988,個人（組合発行者を除く）,,,,,神澤　裕,,カミサワ　ユタカ,,個人（組合発行者を除く）,,
E33989,外国法人・組合（有価証券報告書等の提出義務者以外）,,,106,,ステート・ストリート・グローバル・アドバイザーズ・トラスト・カンパニー,,ステートストリートグローバルアドバイザーズトラストカンパニー,米国　０２２１０　マサチューセッツ州　ボストン　アイロン・ストリート　ワン,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33990,外国法人・組合（有価証券報告書等の提出義務者以外）,,,5895832,,バンガード・ウェルズリー・インカム・ファンド,,バンガードウェルズリーインカムファンド,アメリカ合衆国１９３５５　ペンシルバニア州　マルバーン市　バンガード・ブルーヴァード１００,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33991,外国法人・組合（有価証券報告書等の提出義務者以外）,,,0,,Ｄｙｎａｍｉｃ　Ｖｅｎｔｕｒｅｓ　Ｉｎｔｅｒｎａｔｉｏｎａｌ　Ｌｉｍｉｔｅｄ,,ダイナミックベンチャーズインターナショナルリミテッド,英領ヴァージン諸島、トートラ、ロードタウン、クレイグミュア・チェンバース,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33992,外国法人・組合（有価証券報告書等の提出義務者以外）,,,93380,,Ｃｈｉｎａ　Ｐｉｎｇ　Ａｎ　Ｉｎｓｕｒａｎｃｅ　Ｏｖｅｒｓｅａｓ　（Ｈｏｌｄｉｎｇｓ）　Ｌｉｍｉｔｅｄ,,チャイナピンアンインシュランスオーバーシーズホールディングスリミテッド,香港、セントラル、ファイナンス・ストリート８、インターナショナル・ファイナンス・センター２、２３階、スイート２３１８,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33993,外国法人・組合（有価証券報告書等の提出義務者以外）,,,4,,遠南企業股分有限公司,,ユエンナンチイエグフェンヨウシェンコンス,台湾台北市信義區信義路６段３５號３樓,外国法人・組合（有価証券報告書等の提出義務者以外）,,
E33994,個人（組合発行者を除く）,,,,,新村　祐三,,シンムラ　ユウゾウ,,個人（組合発行者を除く）,,
E33996,個人（組合発行者を除く）,,,,,安達　慶高,,アダチ　ヨシタカ,,個人（組合発行者を除く）,,
E33997,個人（組合発行者を除く）,,,,,竹林　俊介,,タケバヤシ　シュンスケ,,個人（組合発行者を除く）,,
E33998,個人（組合発行者を除く）,,,,,吉川　淳史,,ヨシカワ　アツシ,,個人（組合発行者を除く）,,
E34000,個人（組合発行者を除く）,,,,,森永　秀一,,モリナガ　シュウイチ,,個人（組合発行者を除く）,,
